index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class
1226,s__1685,wash_basins,wash_basins,2,sink
1227,s__1686,wash_basins,wash_basins,2,sink
1228,s__1687,mirror,mirror,2,mirror
1229,s__1688,mirror,mirror,2,otherprop
1230,s__1689,wash_basins,wash_basins,2,sink
1231,s__1690,wash_basins,wash_basins,2,sink
1232,s__1691,wash_basins,wash_basins,2,sink
1233,s__1692,wash_basins,wash_basins,2,sink
1234,s__1693,bathtub,bathtub,2,bathtub
1235,s__1694,bathtub,bathtub,2,bathtub
1236,s__1695,bathtub,bathtub,2,bathtub
1237,s__1696,bathtub,bathtub,2,bathtub
1238,s__1697,bathtub,bathtub,2,bathtub
1239,s__1698,table_lamp,table_lamp,2,lamp
1240,s__1699,chandelier,chandelier,2,lamp
1241,s__1700,armchair,armchair,2,chair
1242,s__1701,chair,chair,2,chair
1243,s__1702,dining_table,dining_table,2,table
1244,s__1703,chandelier,chandelier,2,lamp
1245,s__1704,double_bed,double_bed,2,bed
1246,s__1705,chair,chair,2,chair
1247,s__1706,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1248,s__1707,chandelier,chandelier,2,lamp
1249,s__1708,chandelier,chandelier,2,lamp
1250,s__1709,floor_lamps,floor_lamps,2,lamp
1251,s__1710,chair,chair,2,chair
1252,s__1711,chair,chair,2,chair
1253,s__1712,chair,chair,2,chair
1254,s__1713,dresser,dresser,2,dresser
1255,s__1714,double_bed,double_bed,2,bed
1256,s__1715,chair,chair,2,chair
1257,s__1716,dining_table,dining_table,2,table
1258,s__1717,chair,chair,2,chair
1259,s__1718,dining_table,dining_table,2,table
1260,s__1719,floor_lamps,floor_lamps,2,lamp
1261,s__1720,coffee_table,coffee_table,2,table
1262,s__1721,table_lamp,table_lamp,2,lamp
1263,s__1722,car,car,2,otherprop
1264,s__1723,car,car,2,otherprop
1265,s__1724,car,car,2,otherprop
1266,s__1725,car,car,2,otherprop
1267,s__1726,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1268,s__1727,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1269,s__1728,stand,stand,2,night_stand
1270,s__1730,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1271,s__1732,dresser,dresser,2,cabinet
1272,s__1735,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1273,s__1736,stand,stand,2,night_stand
1274,s__1737,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1275,s__1738,dresser,dresser,2,dresser
1276,s__1739,kitchen_cabinet,kitchen_cabinet,2,counter
1277,s__1741,dining_table,dining_table,2,table
1278,s__1742,recreation,recreation,2,table
1279,s__1743,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1280,s__1744,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1281,s__1745,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1282,s__1746,office_chairs,office_chairs,2,chair
1283,s__1747,office_chairs,office_chairs,2,chair
1284,s__1748,chair,chair,2,chair
1285,s__1749,sofa,sofa,2,sofa
1286,s__1750,sofa,sofa,2,sofa
1287,s__1751,sofa,sofa,2,sofa
1288,s__1752,bicycle,bicycle,2,otherprop
1289,s__1753,bicycle,bicycle,2,otherprop
1290,s__1760,sofa,sofa,2,sofa
1291,s__1761,chair,chair,2,chair
1292,s__1762,door,door,2,door
1293,s__1763,door,door,2,door
1294,s__1764,door,door,2,door
1295,s__1765,door,door,2,door
1296,s__1766,door,door,2,door
1297,s__1767,door,door,2,door
1298,s__1768,door,door,2,door
1299,s__1769,door,door,2,door
1300,s__1770,door,door,2,door
1301,s__1771,door,door,2,door
1302,s__1772,door,door,2,door
1303,s__1773,door,door,2,door
1304,s__1774,double_bed,double_bed,2,bed
1305,s__1775,double_bed,double_bed,2,bed
1306,s__1776,double_bed,double_bed,2,bed
1307,s__1777,double_bed,double_bed,2,bed
1308,s__1778,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1309,s__1779,people,people,2,person
1310,s__1780,people,people,2,person
1311,s__1781,people,people,2,person
1312,s__1782,people,people,2,person
1313,s__1783,people,people,2,person
1314,s__1784,people,people,2,person
1315,s__1785,people,people,2,person
1316,s__1786,people,people,2,person
1317,s__1787,people,people,2,person
1318,s__1788,people,people,2,person
1319,s__1789,stand,stand,2,night_stand
1320,s__1790,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1321,s__1791,double_bed,double_bed,2,bed
1322,s__1792,double_bed,double_bed,2,bed
1323,s__1793,vases,vases,2,otherprop
1324,s__1794,vases,vases,2,otherprop
1325,s__1795,vases,vases,2,otherprop
1326,s__1796,vases,vases,2,otherprop
1327,s__1797,vases,vases,2,otherprop
1328,s__1798,vases,vases,2,otherprop
1329,s__1799,vases,vases,2,otherprop
1330,s__1800,vases,vases,2,otherprop
1331,s__1801,vases,vases,2,otherprop
1332,s__1802,vases,vases,2,otherprop
1333,s__1803,vases,vases,2,otherprop
1334,s__1804,vases,vases,2,otherprop
1335,s__1805,vases,vases,2,otherprop
1336,s__1806,vases,vases,2,otherprop
1337,s__1807,vases,vases,2,otherprop
1338,s__1808,vases,vases,2,otherprop
1339,s__1809,vases,vases,2,otherprop
1340,s__1810,vases,vases,2,otherprop
1341,s__1811,vases,vases,2,otherprop
1342,s__1812,vases,vases,2,otherprop
1343,s__1813,toys,toys,2,otherprop
1344,s__1814,household_appliance,household_appliance,2,otherprop
1345,s__1815,household_appliance,household_appliance,2,otherprop
1346,s__1816,household_appliance,household_appliance,2,otherprop
1347,s__1817,tripod,tripod,2,otherprop
1348,s__1818,toys,toys,2,otherprop
1349,s__1819,household_appliance,household_appliance,2,otherprop
1350,s__1820,household_appliance,household_appliance,2,otherprop
1351,s__1821,household_appliance,household_appliance,2,otherprop
1352,s__1822,household_appliance,household_appliance,2,otherprop
1353,s__1823,shoes,shoes,2,picture
1354,s__1824,kitchenware,kitchenware,2,otherprop
1355,s__1825,kitchenware,kitchenware,2,otherprop
1356,s__1826,kitchenware,kitchenware,2,otherprop
1357,s__1827,kitchenware,kitchenware,2,otherprop
1358,s__1828,kitchenware,kitchenware,2,otherprop
1359,s__1829,kitchenware,kitchenware,2,otherprop
1360,s__1830,kitchenware,kitchenware,2,otherprop
1361,s__1831,kitchenware,kitchenware,2,otherprop
1362,s__1832,kitchenware,kitchenware,2,otherprop
1363,s__1833,kitchenware,kitchenware,2,otherprop
1364,s__1834,kitchenware,kitchenware,2,otherprop
1365,s__1835,kitchenware,kitchenware,2,otherprop
1366,s__1836,kitchenware,kitchenware,2,otherprop
1367,s__1837,coffee_table,coffee_table,2,table
1368,s__1838,table_lamp,table_lamp,2,lamp
1369,s__1839,chandelier,chandelier,2,lamp
1370,s__1840,table_lamp,table_lamp,2,lamp
1371,s__1841,chandelier,chandelier,2,lamp
1372,s__1842,double_bed,double_bed,2,bed
1373,s__1843,double_bed,double_bed,2,bed
1374,s__1844,kitchenware,kitchenware,2,otherprop
1375,s__1845,figurines,figurines,2,otherprop
1376,s__1846,figurines,figurines,2,otherprop
1377,s__1847,figurines,figurines,2,otherprop
1378,s__1848,figurines,figurines,2,otherprop
1379,s__1849,kitchenware,kitchenware,2,otherprop
1380,s__1850,kitchenware,kitchenware,2,otherprop
1381,s__1851,kitchenware,kitchenware,2,otherprop
1382,s__1852,figurines,figurines,2,otherprop
1383,s__1853,figurines,figurines,2,otherprop
1384,s__1854,armchair,armchair,2,chair
1385,s__1855,figurines,figurines,2,otherprop
1386,s__1856,figurines,figurines,2,otherprop
1387,s__1857,figurines,figurines,2,otherprop
1388,s__1858,toys,toys,2,otherprop
1389,s__1859,toys,toys,2,otherprop
1390,s__1860,candle,candle,2,lamp
1391,s__1861,candle,candle,2,lamp
1392,s__1862,candle,candle,2,lamp
1393,s__1863,stand,stand,2,night_stand
1394,s__1864,candle,candle,2,lamp
1395,s__1865,figurines,figurines,2,otherprop
1396,s__1866,figurines,figurines,2,otherprop
1397,s__1867,toys,toys,2,otherprop
1398,s__1868,toys,toys,2,otherprop
1399,s__1869,toys,toys,2,otherprop
1400,s__1870,toys,toys,2,otherprop
1401,s__1871,dining_table,dining_table,2,table
1402,s__1872,coffee_table,coffee_table,2,table
1403,s__1873,bench_chair,bench_chair,2,chair
1404,s__1874,dining_table,dining_table,2,table
1405,s__1875,mirror,mirror,2,mirror
1406,s__1876,armchair,armchair,2,chair
1407,s__1877,chair,chair,2,chair
1408,s__1878,floor_lamps,floor_lamps,2,lamp
1409,s__1879,sofa,sofa,2,sofa
1410,s__1880,table_lamp,table_lamp,2,lamp
1411,s__1881,chandelier,chandelier,2,lamp
1412,s__1882,sofa,sofa,2,sofa
1413,s__1883,chandelier,chandelier,2,lamp
1414,s__1884,dresser,dresser,2,dresser
1415,s__1885,armchair,armchair,2,chair
1416,s__1886,chair,chair,2,chair
1417,s__1887,ottoman,ottoman,2,otherprop
1418,s__1888,coffee_table,coffee_table,2,table
1419,s__1889,tv_bench,tv_bench,2,cabinet
1420,s__1890,hangers,hangers,2,cabinet
1421,s__1891,hangers,hangers,2,cabinet
1422,s__1892,coffee_table,coffee_table,2,table
1423,s__1893,dining_table,dining_table,2,table
1424,s__1894,coffee_table,coffee_table,2,table
1425,s__1895,curtain,curtain,2,curtain
1426,s__1896,curtain,curtain,2,curtain
1427,s__1897,curtain,curtain,2,curtain
1428,s__1898,curtain,curtain,2,curtain
1429,s__1899,curtain,curtain,2,curtain
1430,s__1900,curtain,curtain,2,curtain
1431,s__1901,curtain,curtain,2,curtain
1432,s__1902,curtain,curtain,2,curtain
1433,s__1903,curtain,curtain,2,curtain
1434,s__1904,motorcycle,motorcycle,2,otherprop
1435,s__1905,chair,chair,2,chair
1436,s__1906,chair,chair,2,chair
1437,s__1907,chair,chair,2,chair
1438,s__1908,bench_chair,bench_chair,2,chair
1439,s__1909,chair,chair,2,chair
1440,s__1910,fireplaces,fireplaces,2,otherstructure
1441,s__1911,outdoor_spring,outdoor_spring,2,otherprop
1442,s__1912,chair,chair,2,chair
1443,s__1913,outdoor_lamp,outdoor_lamp,2,lamp
1444,s__1914,chandelier,chandelier,2,lamp
1445,s__1915,bench_chair,bench_chair,2,chair
1446,s__1916,coffee_table,coffee_table,2,table
1447,s__1917,outdoor_lamp,outdoor_lamp,2,lamp
1448,s__1918,chair,chair,2,chair
1449,s__1919,coffee_table,coffee_table,2,table
1450,s__1920,bench_chair,bench_chair,2,chair
1451,s__1921,chandelier,chandelier,2,lamp
1452,s__1922,partitions,partitions,1,otherstructure
1453,s__1923,wood_board,wood_board,2,otherprop
1454,s__1924,shelves,shelves,2,shelves
1455,s__1925,stand,stand,2,night_stand
1456,s__1926,bench_chair,bench_chair,2,chair
1457,s__1927,chair,chair,2,chair
1458,s__1928,dining_table,dining_table,2,table
1459,s__1929,dining_table,dining_table,2,table
1460,s__1930,hangers,hangers,2,cabinet
1461,s__1931,chair,chair,2,chair
1462,s__1932,chair,chair,2,chair
1463,s__1933,candle,candle,2,lamp
1464,s__1934,kitchen_cabinet,kitchen_cabinet,2,counter
1465,s__1935,chandelier,chandelier,2,lamp
1466,s__1936,household_appliance,household_appliance,2,otherprop
1467,s__1937,mirror,mirror,2,mirror
1468,s__1938,ottoman,ottoman,2,otherprop
1469,s__1939,bathtub,bathtub,2,bathtub
1470,s__1940,desk,desk,2,desk
1471,s__1941,stand,stand,2,night_stand
1472,s__1942,wash_basins,wash_basins,2,sink
1473,s__1943,wash_basins,wash_basins,2,sink
1474,s__1944,wall_lamp,wall_lamp,2,lamp
1475,s__1945,wall_lamp,wall_lamp,2,lamp
1476,s__1946,wash_basins,wash_basins,2,sink
1477,s__1947,shower,shower,2,shower_curtain
1478,s__1948,mirror,shower,2,otherprop
1479,s__1949,cloth,cloth,2,clothes
1480,s__1950,drinkbar,drinkbar,2,otherprop
1481,s__1951,dresser,dresser,2,dresser
1482,s__1952,coffee_table,coffee_table,2,table
1483,s__1953,dresser,dresser,2,dresser
1484,s__1954,recreation,recreation,2,otherprop
1485,s__1955,recreation,recreation,2,otherprop
1486,s__1956,household_appliance,household_appliance,2,otherprop
1487,s__1957,people,people,2,person
1488,s__1958,people,people,2,person
1489,s__1959,people,people,2,person
1490,s__1960,people,people,2,person
1491,s__1961,people,people,2,person
1492,s__1962,people,people,2,person
1493,s__1963,toys,toys,2,otherprop
1494,s__1964,toys,toys,2,otherprop
1495,s__1965,household_appliance,household_appliance,2,otherprop
1496,s__1966,kettle,kitchen_appliance,2,otherprop
1497,s__1967,cooker,kitchen_appliance,2,otherprop
1498,s__1968,food_processor,kitchen_appliance,2,otherprop
1499,s__1969,toaster,kitchen_appliance,2,otherprop
1500,s__1970,food_processor,kitchen_appliance,2,otherprop
1501,s__1971,coffee_machine,kitchen_appliance,2,otherprop
1502,s__1972,food_processor,kitchen_appliance,2,otherprop
1503,s__1973,refrigerator,kitchen_appliance,2,refridgerator
1504,s__1974,fireplaces,fireplaces,2,otherstructure
1505,s__1975,coffee_table,coffee_table,2,table
1506,s__1976,double_bed,double_bed,2,bed
1507,s__1977,chandelier,chandelier,2,lamp
1508,s__1978,mirror,mirror,2,mirror
1509,s__1979,ottoman,ottoman,2,otherprop
1510,s__1980,coffee_table,coffee_table,2,table
1511,s__1981,coffee_table,coffee_table,2,table
1512,s__1982,coffee_table,coffee_table,2,table
1513,s__1983,table_lamp,table_lamp,2,lamp
1514,s__1984,tv_bench,tv_bench,2,cabinet
1515,s__1985,armchair,armchair,2,chair
1516,s__1986,tv_bench,tv_bench,2,cabinet
1517,s__1987,dining_table,dining_table,2,table
1518,s__1988,coffee_table,coffee_table,2,table
1519,s__1989,coffee_table,coffee_table,2,table
1520,s__1990,chair,chair,2,chair
1521,s__1991,armchair,armchair,2,chair
1522,s__1992,coffee_table,coffee_table,2,table
1523,s__1993,sofa,sofa,2,sofa
1524,s__1994,candle,candle,2,lamp
1525,s__1995,chandelier,chandelier,2,lamp
1526,s__1996,single_bed,single_bed,2,bed
1527,s__1997,stand,stand,2,night_stand
1528,s__1998,ottoman,ottoman,2,otherprop
1529,s__1999,ottoman,ottoman,2,otherprop
1530,s__2000,ottoman,ottoman,2,otherprop
1531,s__2001,single_bed,single_bed,2,bed
1532,s__2002,double_bed,double_bed,2,bed
1533,s__2003,chair,chair,2,chair
1534,s__2004,chair,chair,2,chair
1535,s__2005,desk,desk,2,desk
1536,s__2006,ottoman,ottoman,2,otherprop
1537,s__2007,mirror,mirror,2,mirror
1538,s__2008,table_lamp,table_lamp,2,lamp
1539,s__2009,table_lamp,table_lamp,2,lamp
1540,s__2010,windows,windows,2,window
1541,s__2011,windows,windows,2,window
1542,s__2012,windows,windows,2,window
1543,s__2013,windows,windows,2,window
1544,s__2014,windows,windows,2,window
1545,s__2015,windows,windows,2,window
1546,s__2016,windows,windows,2,window
1547,s__2017,windows,windows,2,window
1548,s__2019,windows,windows,2,window
1549,s__2020,stand,stand,2,night_stand
1550,s__2021,dresser,dresser,2,dresser
1551,s__2022,bookshelf,bookshelf,2,cabinet
1552,s__2023,coffee_table,coffee_table,2,table
1553,s__2024,wall_lamp,wall_lamp,2,lamp
1554,s__2025,mirror,mirror,2,mirror
1555,s__2026,candle,candle,2,lamp
1556,s__2027,coffee_table,coffee_table,2,table
1557,s__2028,table_lamp,table_lamp,2,lamp
1558,s__2029,paintings,paintings,2,picture
1559,s__2030,chair,chair,2,chair
1560,s__2031,drumset,music,2,otherprop
1561,s__2032,music,music,2,otherprop
1562,s__2033,music,music,2,otherprop
1563,s__2034,music,music,2,otherprop
1564,s__2035,music,music,2,otherprop
1565,s__2036,music,music,2,otherprop
1566,s__2037,music,music,2,otherprop
1567,s__2038,double_bed,double_bed,2,bed
1568,s__2039,stand,stand,2,night_stand
1569,s__2040,kitchen_cabinet,kitchen_cabinet,2,cabinet
1570,s__2041,curtain,curtain,2,curtain
1571,s__2042,dresser,dresser,2,dresser
1572,s__2043,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1573,s__2044,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1574,s__2045,dressing_table,dressing_table,2,desk
1575,s__2046,dining_table,dining_table,2,table
1576,s__2047,stand,stand,2,night_stand
1577,s__2048,double_bed,double_bed,2,bed
1578,s__2049,chair,chair,2,chair
1579,s__2050,hangers,hangers,2,cabinet
1580,s__2051,stand,stand,2,night_stand
1581,s__2052,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1582,s__2053,dresser,dresser,2,dresser
1583,s__2054,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1584,s__2055,double_bed,double_bed,2,bed
1585,s__2056,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1586,s__2057,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1587,s__2058,dresser,dresser,2,dresser
1588,s__2059,armchair,armchair,2,chair
1589,s__2060,sofa,sofa,2,sofa
1590,s__2061,armchair,armchair,2,chair
1591,s__2062,armchair,armchair,2,chair
1592,s__2083,toys,toys,2,otherprop
1593,s__2084,toys,toys,2,otherprop
1594,s__2085,toys,toys,2,otherprop
1595,s__2086,toys,toys,2,otherprop
1596,s__2087,toys,toys,2,otherprop
1597,s__2088,toys,toys,2,otherprop
1598,s__2089,double_bed,double_bed,2,bed
1599,s__2090,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1600,s__2091,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1601,s__2092,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1602,s__2093,bookshelf,bookshelf,2,bookshelf
1603,s__2094,bookshelf,bookshelf,2,bookshelf
1604,s__2095,tv_bench,tv_bench,2,cabinet
1605,s__2096,tv_bench,tv_bench,2,cabinet
1606,s__2097,stand,stand,2,night_stand
1607,s__2098,stand,stand,2,night_stand
1608,s__2099,stand,stand,2,night_stand
1609,s__2100,stand,stand,2,night_stand
1610,s__2101,stand,stand,2,night_stand
1611,s__2103,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1612,s__2104,tv_bench,tv_bench,2,cabinet
1613,s__2105,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1614,s__2106,tv_bench,tv_bench,2,cabinet
1615,s__2107,tv_bench,tv_bench,2,cabinet
1616,s__2108,shelves,shelves,2,shelves
1617,s__2109,shelves,shelves,2,shelves
1618,s__2110,tv_bench,tv_bench,2,cabinet
1619,s__2111,stand,stand,2,night_stand
1620,s__2112,tv_bench,tv_bench,2,cabinet
1621,s__2113,desk,desk,2,desk
1622,s__2114,workplace,workplace,2,desk
1623,s__2115,desk,desk,2,desk
1624,s__2116,desk,desk,2,desk
1625,s__2117,desk,desk,2,desk
1626,s__2118,desk,desk,2,desk
1627,s__2119,desk,desk,2,desk
1628,s__2120,coffee_table,coffee_table,2,table
1629,s__2121,coffee_table,coffee_table,2,table
1630,s__2122,tv_bench,tv_bench,2,cabinet
1631,s__2123,workplace,workplace,2,desk
1632,s__2124,tv_bench,tv_bench,2,cabinet
1633,s__2125,workplace,workplace,2,desk
1634,s__2126,shelves,shelves,2,shelves
1635,s__2127,tv_bench,tv_bench,2,cabinet
1636,s__2129,tv_bench,tv_bench,2,cabinet
1637,s__2130,shelves,shelves,2,shelves
1638,s__2131,shelves,shelves,2,shelves
1639,s__2132,double_bed,double_bed,2,bed
1640,s__2133,workplace,workplace,2,desk
1641,s__2134,workplace,workplace,2,desk
1642,s__2135,workplace,workplace,2,desk
1643,s__2136,workplace,workplace,2,desk
1644,s__2137,workplace,workplace,2,desk
1645,s__2138,workplace,workplace,2,desk
1646,s__2139,workplace,workplace,2,desk
1647,s__2140,workplace,workplace,2,desk
1648,s__2141,workplace,workplace,2,desk
1649,s__2142,shelves,shelves,2,shelves
1650,s__2143,workplace,workplace,2,desk
1651,s__2144,workplace,workplace,2,desk
1652,s__2145,desk,desk,2,desk
1653,s__2146,shelves,shelves,2,shelves
1654,s__2147,workplace,workplace,2,desk
1655,s__2148,workplace,workplace,2,desk
1656,s__2149,workplace,workplace,2,desk
1657,s__2150,workplace,workplace,2,desk
1658,s__2151,workplace,workplace,2,desk
1659,s__2153,desk,desk,2,desk
1660,s__2154,desk,desk,2,desk
1661,s__2155,desk,desk,2,desk
1662,s__2156,sofa,sofa,2,sofa
1663,s__2157,sofa,sofa,2,sofa
1664,s__2158,sofa,sofa,2,sofa
1665,s__2159,sofa,sofa,2,sofa
1666,s__2160,sofa,sofa,2,sofa
1667,s__2161,sofa,sofa,2,sofa
1668,s__2162,sofa,sofa,2,sofa
1669,s__2163,sofa,sofa,2,sofa
1670,s__2164,sofa,sofa,2,sofa
1671,s__2165,sofa,sofa,2,sofa
1672,s__2166,sofa,sofa,2,sofa
1673,s__2167,armchair,armchair,2,chair
1674,s__2168,armchair,armchair,2,chair
1675,s__2169,armchair,armchair,2,chair
1676,s__2170,armchair,armchair,2,chair
1677,s__2171,sofa,sofa,2,sofa
1678,s__2172,armchair,armchair,2,chair
1679,s__2173,sofa,sofa,2,sofa
1680,s__2174,armchair,armchair,2,chair
1681,s__2175,armchair,armchair,2,chair
1682,s__2176,sofa,sofa,2,sofa
1683,s__2177,armchair,armchair,2,chair
1684,s__2178,armchair,armchair,2,chair
1685,s__2179,armchair,armchair,2,chair
1686,s__2180,armchair,armchair,2,chair
1687,s__2181,ottoman,ottoman,2,otherprop
1688,s__2182,ottoman,ottoman,2,otherprop
1689,s__2183,armchair,armchair,2,chair
1690,s__2184,ottoman,ottoman,2,otherprop
1691,s__2185,armchair,armchair,2,chair
1692,s__2186,ottoman,ottoman,2,otherprop
1693,s__2187,chair,chair,2,chair
1694,s__2188,chair,chair,2,chair
1695,s__2189,chair,chair,2,chair
1696,s__2190,armchair,armchair,2,chair
1697,s__2191,armchair,armchair,2,chair
1698,s__2192,chair,chair,2,chair
1699,s__2193,chair,chair,2,chair
1700,s__2194,armchair,armchair,2,chair
1701,s__2195,armchair,armchair,2,chair
1702,s__2196,armchair,armchair,2,chair
1703,s__2197,chair,chair,2,chair
1704,s__2235,chair,chair,2,chair
1705,s__2236,ottoman,ottoman,2,otherprop
1706,s__2237,bench_chair,bench_chair,2,chair
1707,s__2238,desk,desk,2,desk
1708,s__2240,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1709,s__2241,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1710,s__2244,desk,desk,2,desk
1711,s__2245,desk,desk,2,desk
1712,s__2254,toys,toys,2,otherprop
1713,s__2255,chair,chair,2,chair
1714,s__2256,chair,chair,2,chair
1715,s__2257,chair,chair,2,chair
1716,s__2258,bench_chair,bench_chair,2,chair
1717,s__2259,chair,chair,2,chair
1718,s__2260,bench_chair,bench_chair,2,chair
1719,s__2261,chair,chair,2,chair
1720,s__2262,chair,chair,2,chair
1721,s__2263,chair,chair,2,chair
1722,s__2264,chair,chair,2,chair
1723,s__2265,chair,chair,2,chair
1724,s__2266,chair,chair,2,chair
1725,s__2267,chair,chair,2,chair
1726,s__2268,sofa,sofa,2,sofa
1727,s__2269,chair,chair,2,chair
1728,s__2270,chair,chair,2,chair
1729,s__2271,chair,chair,2,chair
1730,s__2272,chair,chair,2,chair
1731,s__2273,fireplaces,fireplaces,2,otherstructure
1732,s__2274,fireplaces,fireplaces,2,otherstructure
1733,s__2275,fireplaces,fireplaces,2,otherstructure
1734,s__2276,fireplaces,fireplaces,2,otherstructure
1735,s__2277,fireplaces,fireplaces,2,otherstructure
1736,s__2278,fireplaces,fireplaces,2,otherstructure
1737,s__2279,fireplaces,fireplaces,2,otherstructure
1738,s__2280,fireplaces,fireplaces,2,otherstructure
1739,s__2281,fireplaces,fireplaces,2,otherstructure
1740,s__2282,fireplaces,fireplaces,2,otherstructure
1741,s__2283,fireplaces,fireplaces,2,otherstructure
1742,s__2284,fireplaces,fireplaces,2,otherstructure
1743,s__2285,fireplaces,fireplaces,2,otherstructure
1744,s__2286,fireplaces,fireplaces,2,otherstructure
1745,s__2287,coffee_table,coffee_table,2,table
1746,s__2288,coffee_table,coffee_table,2,table
1747,s__2289,coffee_table,coffee_table,2,table
1748,s__2290,cart,cart,2,otherfurniture
1749,s__2291,cart,cart,2,otherfurniture
1750,s__2292,coffee_table,coffee_table,2,table
1751,s__2293,coffee_table,coffee_table,2,table
1752,s__2294,stand,stand,2,table
1753,s__2295,coffee_table,coffee_table,2,table
1754,s__2296,coffee_table,coffee_table,2,table
1755,s__2297,coffee_table,coffee_table,2,table
1756,s__2298,coffee_table,coffee_table,2,table
1757,s__2299,coffee_table,coffee_table,2,table
1758,s__2300,coffee_table,coffee_table,2,table
1759,s__2301,coffee_table,coffee_table,2,table
1760,s__2302,shelves,shelves,2,shelves
1761,s__2303,shelves,shelves,2,shelves
1762,s__2304,stand,stand,2,night_stand
1763,s__2305,shelves,shelves,2,shelves
1764,s__2306,household_appliance,household_appliance,2,otherprop
1765,s__2307,bathroom_stuff,bathroom_stuff,2,otherprop
1766,s__2308,bathroom_stuff,bathroom_stuff,2,otherprop
1767,s__2309,bathroom_stuff,bathroom_stuff,2,otherprop
1768,s__2310,bathroom_stuff,bathroom_stuff,2,otherprop
1769,s__2311,bathroom_stuff,bathroom_stuff,2,otherprop
1770,s__2312,bathroom_stuff,bathroom_stuff,2,otherprop
1771,s__2313,bathroom_stuff,bathroom_stuff,2,otherprop
1772,s__2314,household_appliance,household_appliance,2,otherprop
1773,s__2315,toys,toys,2,otherprop
1774,s__2316,decoration,decoration,2,otherprop
1775,s__2317,toys,toys,2,otherprop
1776,s__2318,toys,toys,2,otherprop
1777,s__2319,toys,toys,2,otherprop
1778,s__2320,toys,toys,2,otherprop
1779,s__2321,toys,toys,2,otherprop
1780,s__2322,bench_chair,bench_chair,2,chair
1781,s__2323,bench_chair,bench_chair,2,chair
1782,s__2324,bench_chair,bench_chair,2,chair
1783,s__2325,bench_chair,bench_chair,2,chair
1784,s__2326,bench_chair,bench_chair,2,chair
1785,s__2327,bench_chair,bench_chair,2,chair
1786,s__2328,bench_chair,bench_chair,2,chair
1787,s__2329,bench_chair,bench_chair,2,chair
1788,s__2330,bench_chair,bench_chair,2,chair
1789,s__2331,bench_chair,bench_chair,2,chair
1790,s__2332,bench_chair,bench_chair,2,chair
1791,s__2333,bench_chair,bench_chair,2,chair
1792,s__2334,toys,toys,2,otherprop
1793,s__2335,household_appliance,household_appliance,2,otherprop
1794,s__2336,household_appliance,household_appliance,2,otherprop
1795,s__2337,safe,safe,2,cabinet
1796,s__2338,mailbox,mailbox,2,otherprop
1797,s__2339,kitchen_cabinet,kitchen_cabinet,2,counter
1798,s__2340,chair,chair,2,chair
1799,s__2341,chair,chair,2,chair
1800,s__2342,partitions,partitions,1,otherstructure
1801,s__2343,partitions,partitions,1,otherstructure
1802,s__2344,dresser,dresser,2,dresser
1803,s__2345,safe,safe,2,cabinet
1804,s__2346,chair,chair,2,chair
1805,s__2347,double_bed,double_bed,2,bed
1806,s__2348,outdoor_spring,outdoor_spring,2,otherprop
1807,s__2349,outdoor_spring,outdoor_spring,2,otherprop
1808,s__2350,coffee_table,coffee_table,2,table
1809,s__2351,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1810,s__2352,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1811,s__2353,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1812,s__2354,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1813,s__2355,bookshelf,bookshelf,2,bookshelf
1814,s__2356,bookshelf,bookshelf,2,bookshelf
